Date,id,treatcode,New row,New col,Term fl,Lat fl,Term lf,Lat lf,Comments,Observer
3/23/15,VIBCAS04_SH_08,CL2,7,3,,,0,0,,NF
3/23/15,ACESAC02_HF_11,CL2,8,3,,,1,0,,NF
3/23/15,ILEMUC06_SH_04,CL2,8,3,,,4,4,,NF
3/23/15,VIBLAN10_HF_04,CL2,8,3,,,0,0,,NF
3/23/15,BETALL17_HF_05,CL2,1,4,,,1,1,,NF
3/23/15,ACESAC10_SH_04,CL2,1,4,,,-,-,missing,NF
3/23/15,VIBLAN05_SH_08,CL2,1,4,16,,6,-,,NF
3/23/15,BETPAP04_SH_08,CL2,2,4,,,1,1,,NF
3/23/15,VIBLAN04_SH_05,CL2,2,4,,,0,-,,NF
3/23/15,POPGRA02_HF_03,CL2,2,4,,,-,-,missing,NF
3/23/15,ACESAC99_SH_05,CL2,3,4,,,1,0,,NF
3/23/15,ACEPEN04_HF_12,CL2,3,4,,,3,-,no lsy,NF
3/23/15,VIBLAN04_HF_08,CL2,3,4,16,,0,0,,NF
3/23/15,BETALL20_HF_06,CL2,4,4,,,4,4,,NF
3/23/15,QUERUB21_HF_02,CL2,4,4,,,1,1,,NF
3/23/15,VIBCAS08_SH_06,CL2,4,4,,,-,0,,NF
3/23/15,ACESAC03_SH_09,CL2,5,4,,,1,1,,NF
3/23/15,BETPAP10_SH_04,CL2,5,4,,,1,1,,NF
3/23/15,POPGRA02_SH_07,CL2,5,4,,,1,1,,NF
3/23/15,ACEPEN11_SH_04,CL2,6,4,,,3,3,,NF
3/23/15,BETPAP06_SH_07,CL2,6,4,,,4,4,,NF
3/23/15,VIBLAN09_HF_05,CL2,6,4,,,0,0,,NF
3/23/15,ACEPEN08_SH_07,CL2,7,4,,,1,3,,NF
3/23/15,BETALL02_SH_11,CL2,7,4,,,1,1,,NF
3/23/15,ILEMUC08_HF_01,CL2,7,4,,,4,0,,NF
3/23/15,ILEMUC07_SH_10,CL2,8,4,,,5,5,,NF
3/23/15,POPGRA01_SH_09,CL2,8,4,,,1,0,,NF
3/23/15,VIBCAS07_HF_07,CL2,8,4,,,6,6,,NF
3/23/15,ACEPEN04_SH_03,CL2,1,5,,,3,3,,NF
3/23/15,BETPAP09_SH_01,CL2,1,5,,,1,1,,NF
3/23/15,VIBLAN09_SH_09,CL2,1,5,,,0,5,almost unfurled leaf,NF
3/23/15,BETALL18_HF_06,CL2,2,5,,,-,-,missing,NF
3/23/15,ACERUB08_SH_06,CL2,2,5,,,1,1,,NF
3/23/15,VIBLAN02_SH_06,CL2,2,5,16,,0,0,,NF
3/23/15,ILEMUC04_HF_03,CL2,3,5,,,-,-,missing,NF
3/23/15,VIBCAS08_HF_03,CL2,3,5,,,6,0,,NF
3/23/15,POPGRA03_HF_02,CL2,3,5,,,1,1,,NF
3/23/15,ACERUB99_HF_04,CL2,4,5,,,1,0,,NF
3/23/15,BETPAP15_HF_11,CL2,4,5,,,1,4,,NF
3/23/15,QUERUB17_HF_09,CL2,4,5,,,1,1,,NF
3/23/15,ACESAC02_SH_03,CL2,5,5,,,1,1,,NF
3/23/15,FAGGRA05_SH_08,CL2,5,5,,,1,0,,NF
3/23/15,ILEMUC01_SH_03,CL2,5,5,,,-,-,missing,NF
3/23/15,QUERUB23_HF_10,CL2,6,5,,,1,1,,NF
3/23/15,ACEPEN06_SH_09,CL2,6,5,,,5,-,,NF
3/23/15,VIBCAS05_SH_07,CL2,6,5,,,6,6,,NF
3/23/15,BETPAP06_HF_08,CL2,7,5,,,1,5,,NF
3/23/15,ACERUB11_HF_04,CL2,7,5,,,1,0,,NF
3/23/15,ILEMUC05_SH_09,CL2,7,5,,,0,4,term twig,NF
3/23/15,QUERUB08_SH_04,CL2,8,5,,,1,1,,NF
3/23/15,ACERUB14_HF_12,CL2,8,5,,,1,1,,NF
3/23/15,VIBLAN06_SH_03,CL2,8,5,,,0,0,,NF
3/23/15,ACEPEN11_HF_02,CL2,1,6,,,3,0,,NF
3/23/15,FAGGRA10_HF_11,CL2,1,6,,,0,0,,NF
3/23/15,BETALL10_SH_12,CL2,1,6,,,4,5,,NF
3/23/15,BETALL19_HF_10,CL2,2,6,,,4,4,,NF
3/23/15,ACEPEN02_HF_07,CL2,2,6,,,5,1,,NF
3/23/15,VIBLAN12_HF_06,CL2,2,6,,,-,-,missing,NF
3/23/15,ACEPEN03_HF_11,CL2,3,6,,,5,1,,NF
3/23/15,FAGGRA06_SH_11,CL2,3,6,,,0,0,,NF
3/23/15,POPGRA05_SH_09,CL2,3,6,,,-,-,missing,NF
3/23/15,FAGGRA14_HF_01,CL2,4,6,,,0,0,,NF
3/23/15,ACESAC02_HF_06,CS2,1,1,,,0,0,,NF
3/23/15,ACERUB09_SH_08,CS2,1,1,,,4,1,,NF
3/23/15,BETPAP06_SH_08,CS2,1,1,,,1,-,,NF
3/23/15,BETPAP09_SH_04,CS2,2,1,,,4,-,,NF
3/23/15,ACERUB11_HF_01,CS2,2,1,,,-,-,missing,NF
3/23/15,QUERUB08_SH_07,CS2,2,1,,,1,1,,NF
3/23/15,FAGGRA08_SH_03,CS2,3,1,,,1,1,,NF
3/23/15,ILEMUC06_SH_12,CS2,3,1,,,4,4,,NF
3/23/15,QUERUB20_HF_08,CS2,3,1,,,0,0,,NF
3/23/15,QUERUB07_SH_02,CS2,4,1,,,1,1,,NF
3/23/15,VIBCAS05_SH_01,CS2,4,1,,,0,0,,NF
3/23/15,ILEMUC01_SH_06,CS2,4,1,,,3,-,,NF
3/23/15,BETPAP06_HF_02,CS2,5,1,,,1,1,,NF
3/23/15,ACEPEN06_SH_05,CS2,5,1,,,3,1,,NF
3/23/15,VIBLAN06_SH_12,CS2,5,1,,,0,-,,NF
3/23/15,FAGGRA11_HF_11,CS2,6,1,,,0,-,,NF
3/23/15,POPGRA08_SH_08,CS2,6,1,,,1,0,,NF
3/23/15,VIBCAS04_SH_06,CS2,6,1,,,1,1,,NF
3/23/15,ACESAC05_HF_02,CS2,7,1,,,-,-,missing,NF
3/23/15,POPGRA05_HF_11,CS2,7,1,-,18,1,1,,NF
3/23/15,VIBLAN12_HF_04,CS2,7,1,,,-,-,,NF
3/23/15,ACEPEN03_HF_01,CS2,8,1,,,3,3,,NF
3/23/15,ILEMUC05_HF_03,CS2,8,1,,,4,-,,NF
3/23/15,POPGRA07_HF_12,CS2,8,1,-,18,1,1,,NF
3/23/15,ACESAC07_SH_02,CS2,1,2,,,0,0,,NF
3/23/15,ACERUB99_HF_11,CS2,1,2,,,0,0,,NF
3/23/15,BETALL08_SH_09,CS2,1,2,,,4,4,,NF
3/23/15,FAGGRA13_HF_10,CS2,2,2,,,1,0,,NF
3/23/15,BETALL10_SH_07,CS2,2,2,,,-,4,,NF
3/23/15,QUERUB06_SH_10,CS2,2,2,,,0,0,,NF
3/23/15,BETALL03_SH_10,CS2,3,2,,,4,4,,NF
3/23/15,ACERUB07_SH_03,CS2,3,2,,,3,1,,NF
3/23/15,VIBLAN04_SH_10,CS2,3,2,,,0,-,,NF
3/23/15,VIBCAS03_HF_04,CS2,4,2,,,-,-,missing,NF
3/23/15,ACESAC09_SH_10,CS2,4,2,,,1,1,,NF
3/23/15,ILEMUC04_HF_04,CS2,4,2,,,4,4,,NF
3/23/15,BETPAP14_HF_10,CS2,5,2,,,-,-,missing,NF
3/23/15,ACESAC02_SH_10,CS2,5,2,,,1,1,,NF
3/23/15,ACEPEN09_SH_02,CS2,5,2,,,3,3,,NF
3/23/15,BETPAP07_SH_02,CS2,6,2,,,4,4,,NF
3/23/15,FAGGRA03_HF_06,CS2,6,2,,,1,1,,NF
3/23/15,VIBLAN03_HF_08,CS2,6,2,16,-,0,-,,NF
3/23/15,ACESAC99_HF_01,CS2,7,2,,,1,0,,NF
3/23/15,ILEMUC04_SH_11,CS2,7,2,,,4,4,,NF
3/23/15,VIBLAN07_SH_05,CS2,7,2,,,-,-,missing,NF
3/23/15,ACESAC07_HF_07,CS2,8,2,,,0,0,,NF
3/23/15,POPGRA02_SH_05,CS2,8,2,,,1,1,,NF
3/23/15,VIBCAS07_HF_06,CS2,8,2,,,1,6,,NF
3/23/15,FAGGRA05_SH_02,CS2,1,3,,,1,1,,NF
3/23/15,ILEMUC08_HF_04,CS2,1,3,,,4,4,,NF
3/23/15,VIBCAS08_HF_02,CS2,1,3,,,1,0,,NF
3/23/15,ACERUB10_SH_03,CS2,2,3,,17,3,3,,NF
3/23/15,BETALL17_HF_08,CS2,2,3,,,1,-,,NF
3/23/15,QUERUB10_SH_07,CS2,2,3,,,1,0,,NF
3/23/15,BETPAP07_HF_07,CS2,3,3,,,4,0,,NF
3/23/15,ILEMUC06_HF_04,CS2,3,3,,,0,0,,NF
3/23/15,POPGRA03_HF_07,CS2,3,3,,18,1,1,,NF
3/23/15,ACEPEN04_HF_07,CS2,4,3,,,0,0,dead,NF
3/23/15,VIBCAS04_HF_01,CS2,4,3,,,0,6,,NF
3/23/15,BETALL19_HF_11,CS2,4,3,,,4,-,,NF
3/23/15,ACEPEN01_HF_06,CS2,5,3,,,1,1,,NF
3/23/15,POPGRA06_HF_04,CS2,5,3,,,1,1,,NF
3/23/15,VIBLAN09_HF_09,CS2,5,3,16,,1,-,,NF
3/23/15,ACEPEN11_SH_08,CS2,6,3,,,3,1,,NF
3/23/15,BETPAP10_SH_06,CS2,6,3,,,4,1,,NF
3/23/15,BETALL16_HF_01,CS2,6,3,,,1,1,,NF
3/23/15,ACERUB14_HF_09,CS2,7,3,,,1,1,,NF
3/23/15,QUERUB23_HF_03,CS2,7,3,,,0,0,,NF
3/23/15,VIBCAS07_SH_06,CS2,7,3,,,0,0,,NF
3/23/15,ACERUB06_SH_10,CS2,8,3,-,18,1,1,,NF
3/23/15,BETPAP09_HF_09,CS2,8,3,,,4,-,,NF
3/23/15,ILEMUC05_SH_12,CS2,8,3,,,1,4,,NF
3/23/15,VIBLAN02_SH_01,CS2,1,4,16,,0,-,,NF
3/23/15,FAGGRA04_SH_11,CS2,1,4,,,0,0,,NF
3/23/15,ILEMUC07_SH_06,CS2,1,4,,,4,1,,NF
3/23/15,ACESAC99_SH_07,CS2,2,4,,,0,0,,NF
3/23/15,ACESAC06_HF_02,CS2,2,4,,,0,0,,NF
3/23/15,ACESAC10_HF_04,CS2,2,4,,,-,-,missing,NF
3/23/15,FAGGRA02_SH_09,CS2,3,4,,,1,1,,NF
3/23/15,ILEMUC03_HF_06,CS2,3,4,,,4,0,,NF
3/23/15,VIBCAS08_SH_10,CS2,3,4,,,0,0,,NF
3/23/15,BETPAP13_HF_04,CS2,4,4,,,1,-,,NF
3/23/15,FAGGRA07_SH_07,CS2,4,4,,,1,-,,NF
3/23/15,POPGRA06_SH_10,CS2,4,4,,,-,-,missing,NF
3/23/15,BETALL09_SH_01,CS2,5,4,,,1,1,,NF
3/23/15,QUERUB15_HF_12,CS2,5,4,,,0,0,,NF
3/23/15,VIBLAN05_SH_02,CS2,5,4,,,1,-,,NF
3/23/15,ACEPEN04_SH_07,CS2,6,4,,,3,1,,NF
3/23/15,BETALL01_SH_01,CS2,6,4,,,-,-,missing,NF
3/23/15,VIBCAS06_SH_01,CS2,6,4,,,0,-,,NF
3/23/15,POPGRA02_HF_08,CS2,7,4,,,-,-,missing,NF
3/23/15,BETALL10_HF_09,CS2,7,4,,,0,-,,NF
3/23/15,VIBLAN04_HF_09,CS2,7,4,,,0,-,,NF
3/23/15,BETALL18_HF_08,CS2,8,4,,,1,-,,NF
3/23/15,FAGGRA10_HF_04,CS2,8,4,,,1,-,,NF
3/23/15,POPGRA01_SH_06,CS2,8,4,,,1,0,,NF
3/23/15,ACEPEN07_SH_10,CS2,1,5,,,1,1,,NF
3/23/15,FAGGRA14_HF_04,CS2,1,5,,,1,-,,NF
3/23/15,ILEMUC07_HF_04,CS2,1,5,,,1,-,,NF
3/23/15,BETALL02_SH_02,CS2,2,5,,,0,0,,NF
3/23/15,ACERUB08_SH_09,CS2,2,5,,18,1,1,,NF
3/23/15,VIBLAN11_HF_06,CS2,2,5,16,,0,-,,NF
3/23/15,ACEPEN12_HF_12,CS2,3,5,,,1,0,,NF
3/23/15,QUERUB17_HF_04,CS2,3,5,,,1,1,,NF
3/23/15,VIBCAS10_HF_01,CS2,3,5,,,-,-,missing,NF
3/23/15,ACEPEN02_HF_03,CS2,4,5,,,3,0,,NF
3/23/15,QUERUB04_SH_02,CS2,4,5,,,1,1,,NF
3/23/15,BETPAP08_SH_10,CS2,4,5,,,1,-,,NF
3/23/15,ACERUB05_SH_05,CS2,5,5,,,1,0,,NF
3/23/15,ILEMUC03_SH_09,CS2,5,5,,,1,1,,NF
3/23/15,VIBCAS02_HF_09,CS2,5,5,,,-,-,missing,NF
3/23/15,ACESAC03_SH_06,CS2,6,5,,16,3,3,acerub,NF
3/23/15,BETPAP15_HF_01,CS2,6,5,,,4,-,,NF
3/23/15,QUERUB16_HF_09,CS2,6,5,,,0,0,,NF
3/23/15,ACEPEN08_SH_04,CS2,7,5,,,3,3,,NF
3/23/15,FAGGRA06_SH_07,CS2,7,5,,,0,-,,NF
3/23/15,POPGRA04_SH_01,CS2,7,5,,,1,1,,NF
3/23/15,ACERUB10_HF_06,CS2,8,5,,,1,1,,NF
3/23/15,VIBLAN09_SH_07,CS2,8,5,,,0,-,,NF
3/23/15,BETALL20_HF_07,CS2,8,5,,,1,-,,NF
3/23/15,FAGGRA09_HF_07,CS2,1,6,,,1,1,,NF
3/23/15,POPGRA05_SH_07,CS2,1,6,,,-,-,missing,NF
3/23/15,QUERUB05_SH_09,CS2,1,6,,,1,1,,NF
3/23/15,VIBCAS01_SH_05,CS2,2,6,,,6,1,,NF
3/23/15,BETPAP04_SH_07,CS2,2,6,,,1,-,,NF
3/23/15,ACERUB13_HF_09,CS2,2,6,,,1,0,,NF
3/23/15,ACESAC10_SH_11,CS2,3,6,,,-,1,,NF
3/23/15,QUERUB21_HF_09,CS2,3,6,,,1,1,,NF
3/23/15,VIBLAN10_HF_10,CS2,3,6,,,1,-,,NF
3/23/15,ACEPEN11_HF_08,CS2,4,6,,,1,1,,NF
3/25/15,BETPAP08_SH_02,CS1,1,1,,,1,4,,TS
3/25/15,ILEMUC08_HF_05,CS1,1,1,,,4,4,,TS
3/25/15,ACESAC07_SH_04,CS1,1,1,,,0,0,,TS
3/25/15,VIBCAS05_SH_04,CS1,2,1,,,1,1,,TS
3/25/15,ACEPEN07_SH_01,CS1,2,1,,,1,1,,TS
3/25/15,ACERUB99_HF_02,CS1,2,1,,,0,0,,TS
3/25/15,VIBLAN04_HF_01,CS1,3,1,,,0,0,,TS
3/25/15,ACEPEN08_SH_05,CS1,3,1,,,3,1,,TS
3/25/15,BETALL19_HF_02,CS1,3,1,,,4,1,,TS
3/25/15,VIBLAN09_SH_01,CS1,4,1,,,1,-,,TS
3/25/15,BETALL17_HF_12,CS1,4,1,,,1,1,,TS
3/25/15,ACEPEN06_SH_07,CS1,4,1,,,3,1,,TS
3/25/15,BETPAP07_HF_09,CS1,5,1,,,4,6,,TS
3/25/15,QUERUB07_SH_03,CS1,5,1,,,4,1,,TS
3/25/15,VIBLAN05_SH_09,CS1,5,1,,,1,0,,TS
3/25/15,ACEPEN01_HF_02,CS1,6,1,,,3,1,,TS
3/25/15,BETPAP10_SH_09,CS1,6,1,,,1,4,,TS
3/25/15,VIBLAN02_SH_11,CS1,6,1,16,,0,0,,TS
3/25/15,ILEMUC05_HF_04,CS1,7,1,,,4,4,,TS
3/25/15,POPGRA02_HF_02,CS1,7,1,,,4,4,,TS
3/25/15,QUERUB05_SH_10,CS1,7,1,,,1,1,,TS
3/25/15,ACERUB09_SH_12,CS1,8,1,,,-,-,missing,TS
3/25/15,QUERUB23_HF_12,CS1,8,1,,,1,1,,TS
3/25/15,VIBLAN09_HF_12,CS1,8,1,,,1,0,,TS
3/25/15,ILEMUC06_SH_03,CS1,1,2,,,4,4,,TS
3/25/15,FAGGRA03_HF_09,CS1,1,2,,,1,1,,TS
3/25/15,ACERUB11_HF_02,CS1,1,2,,,4,1,,TS
3/25/15,ACEPEN11_HF_11,CS1,2,2,,,1,1,,TS
3/25/15,POPGRA05_HF_06,CS1,2,2,,,1,1,,TS
3/25/15,QUERUB08_SH_11,CS1,2,2,,,1,1,,TS
3/25/15,ACERUB13_HF_10,CS1,3,2,,,1,1,,TS
3/25/15,BETALL02_SH_08,CS1,3,2,,,1,1,,TS
3/25/15,VIBCAS01_SH_03,CS1,3,2,0,,6,-,,TS
3/25/15,BETALL10_SH_08,CS1,4,2,,,4,4,,TS
3/25/15,POPGRA02_SH_09,CS1,4,2,,,0,0,,TS
3/25/15,VIBCAS06_SH_07,CS1,4,2,,,-,1,,TS
3/25/15,ACEPEN03_HF_12,CS1,5,2,,,4,4,,TS
3/25/15,ACERUB08_SH_08,CS1,5,2,18,18,1,1,,TS
3/25/15,VIBCAS07_SH_02,CS1,5,2,,,6,7,,TS
3/25/15,BETALL10_HF_01,CS1,6,2,,,0,0,,TS
3/25/15,ILEMUC04_SH_05,CS1,6,2,,,4,4,,TS
3/25/15,POPGRA01_SH_01,CS1,6,2,,,4,4,,TS
3/25/15,ACESAC10_HF_11,CS1,7,2,,,-,-,missing,TS
3/25/15,VIBCAS08_SH_05,CS1,7,2,,,-,0,,TS
3/25/15,BETPAP14_HF_05,CS1,7,2,,,4,4,,TS
3/25/15,BETALL03_SH_04,CS1,8,2,,,1,4,,TS
3/25/15,POPGRA07_HF_02,CS1,8,2,18,18,1,1,,TS
3/25/15,QUERUB04_SH_12,CS1,8,2,,18,1,1,,TS
3/25/15,POPGRA04_SH_05,CS1,1,3,,,1,1,,TS
3/25/15,ACESAC10_SH_03,CS1,1,3,,,1,1,,TS
3/25/15,QUERUB16_HF_03,CS1,1,3,,,1,1,,TS
3/25/15,VIBCAS10_HF_06,CS1,2,3,,,0,0,,TS
3/25/15,ACESAC07_HF_01,CS1,2,3,,,0,0,,TS
3/25/15,ACEPEN12_HF_10,CS1,2,3,,,4,1,,TS
3/25/15,ACERUB14_HF_01,CS1,3,3,,,4,1,,TS
3/25/15,BETALL01_SH_09,CS1,3,3,,,4,4,,TS
3/25/15,POPGRA06_HF_05,CS1,3,3,18,18,1,1,,TS
3/25/15,ACESAC02_SH_09,CS1,4,3,,,0,0,acerub not acesac,TS
3/25/15,BETALL20_HF_12,CS1,4,3,,,1,4,,TS
3/25/15,VIBLAN04_SH_08,CS1,4,3,,,-,0,,TS
3/25/15,VIBLAN11_HF_04,CS1,5,3,,,0,0,,TS
3/25/15,ILEMUC05_SH_08,CS1,5,3,,,-,4,,TS
3/25/15,BETPAP07_SH_04,CS1,5,3,,,4,4,,TS
3/25/15,FAGGRA09_HF_04,CS1,6,3,,,1,1,,TS
3/25/15,VIBCAS03_HF_11,CS1,6,3,,,-,-,missing,TS
3/25/15,BETALL08_SH_02,CS1,6,3,,,4,4,,TS
3/25/15,ACESAC99_SH_10,CS1,7,3,,,0,0,,TS
3/25/15,VIBCAS04_HF_09,CS1,7,3,,,8,8,,TS
3/25/15,ACERUB10_HF_10,CS1,7,3,,,1,1,,TS
3/25/15,BETPAP06_SH_09,CS1,8,3,,,4,4,,TS
3/25/15,ACERUB07_SH_12,CS1,8,3,,,4,1,,TS
3/25/15,VIBLAN07_SH_10,CS1,8,3,,,0,0,,TS
3/25/15,ACERUB05_SH_01,CS1,1,4,,,0,0,,TS
3/25/15,FAGGRA10_HF_12,CS1,1,4,,,0,0,,TS
3/25/15,POPGRA05_SH_02,CS1,1,4,,,1,1,,TS
3/25/15,QUERUB21_HF_10,CS1,2,4,,,1,1,,TS
3/25/15,ACEPEN09_SH_01,CS1,2,4,,,4,3,,TS
3/25/15,BETPAP15_HF_06,CS1,2,4,,,0,0,,TS
3/25/15,ACESAC05_HF_05,CS1,3,4,,,0,0,,TS
3/25/15,ILEMUC04_HF_08,CS1,3,4,,,4,4,,TS
3/25/15,VIBCAS08_HF_06,CS1,3,4,,,1,1,,TS
3/25/15,BETALL09_SH_04,CS1,4,4,,,1,4,,TS
3/25/15,VIBLAN06_SH_06,CS1,4,4,,16,0,0,,TS
3/25/15,VIBCAS04_SH_09,CS1,4,4,,,6,6,,TS
3/25/15,ACERUB10_SH_01,CS1,5,4,18,18,1,1,,TS
3/25/15,BETPAP13_HF_02,CS1,5,4,,,4,4,,TS
3/25/15,FAGGRA04_SH_06,CS1,5,4,,,0,0,,TS
3/25/15,FAGGRA06_SH_02,CS1,6,4,,,0,0,,TS
3/25/15,ACEPEN04_HF_08,CS1,6,4,,,4,3,,TS
3/25/15,QUERUB10_SH_03,CS1,6,4,,,1,1,,TS
3/25/15,ILEMUC07_HF_06,CS1,7,4,,,4,4,,TS
3/25/15,ACESAC09_SH_04,CS1,7,4,,,1,1,,TS
3/25/15,BETALL16_HF_09,CS1,7,4,,,4,4,,TS
3/25/15,ACESAC99_HF_11,CS1,8,4,,,1,1,,TS
3/25/15,POPGRA08_SH_07,CS1,8,4,,,1,4,,TS
3/25/15,QUERUB17_HF_11,CS1,8,4,,,1,1,,TS
3/25/15,FAGGRA13_HF_01,CS1,1,5,,,1,1,,TS
3/25/15,QUERUB15_HF_02,CS1,1,5,,,1,1,,TS
3/25/15,VIBCAS07_HF_09,CS1,1,5,,,7,7,,TS
3/25/15,FAGGRA11_HF_03,CS1,2,5,,,1,0,,TS
3/25/15,ILEMUC06_HF_06,CS1,2,5,,,0,0,,TS
3/25/15,QUERUB06_SH_02,CS1,2,5,,,1,1,,TS
3/25/15,ACERUB06_SH_08,CS1,3,5,18,18,1,1,,TS
3/25/15,ILEMUC07_SH_04,CS1,3,5,,,4,4,,TS
3/25/15,FAGGRA14_HF_02,CS1,3,5,,,1,1,,TS
3/25/15,ACESAC02_HF_09,CS1,4,5,,,0,0,,TS
3/25/15,FAGGRA08_SH_10,CS1,4,5,,,1,1,,TS
3/25/15,VIBCAS02_HF_07,CS1,4,5,,,6,7,,TS
3/25/15,ILEMUC03_HF_02,CS1,5,5,,,4,4,,TS
3/25/15,ACEPEN02_HF_01,CS1,5,5,,,4,1,,TS
3/25/15,POPGRA03_HF_10,CS1,5,5,,,1,1,,TS
3/25/15,ACESAC06_HF_10,CS1,6,5,,,0,0,,TS
3/25/15,BETALL18_HF_11,CS1,6,5,,,1,4,,TS
3/25/15,POPGRA06_SH_02,CS1,6,5,,,1,1,,TS
3/25/15,BETPAP09_HF_06,CS1,7,5,,,5,5,,TS
3/25/15,FAGGRA05_SH_07,CS1,7,5,,,-,0,,TS
3/25/15,VIBLAN03_HF_06,CS1,7,5,,16,0,0,,TS
3/25/15,BETPAP09_SH_05,CS1,8,5,,,4,4,,TS
3/25/15,FAGGRA02_SH_06,CS1,8,5,,,1,1,,TS
