"site","plot","event","year","doy","date","genus","species","scrub","varetc","cult"
"harvard",NA,"ffd","1995",136,1995-05-16,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1996",143,1996-05-22,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1997",141,1997-05-21,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1999",147,1999-05-27,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2000",129,2000-05-08,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2002",129,2002-05-09,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2003",135,2003-05-15,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2004",125,2004-05-04,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2005",134,2005-05-14,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2006",128,2006-05-08,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2007",131,2007-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2008",132,2008-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2009",121,2009-05-01,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2010",113,2010-04-23,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2011",130,2011-05-10,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2012",115,2012-04-24,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2013",130,2013-05-10,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2014",132,2014-05-12,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1990",101,1990-04-11,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1991",99,1991-04-09,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1992",118,1992-04-27,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1993",107,1993-04-17,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1994",105,1994-04-15,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1995",106,1995-04-16,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1996",104,1996-04-13,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1997",111,1997-04-21,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1998",97,1998-04-07,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1999",98,1999-04-08,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2000",95,2000-04-04,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2001",112,2001-04-22,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2002",102,2002-04-12,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2003",111,2003-04-21,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2004",110,2004-04-19,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2005",104,2005-04-14,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2006",100,2006-04-10,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2007",114,2007-04-24,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2008",108,2008-04-17,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2009",105,2009-04-15,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2010",98,2010-04-08,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2011",111,2011-04-21,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2012",82,2012-03-22,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2013",107,2013-04-17,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2014",108,2014-04-18,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1990",121,1990-05-01,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1991",116,1991-04-26,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1992",132,1992-05-11,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1993",136,1993-05-16,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1994",124,1994-05-04,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1995",128,1995-05-08,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1996",122,1996-05-01,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1998",108,1998-04-18,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1999",123,1999-05-03,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2000",122,2000-05-01,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2002",109,2002-04-19,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2003",121,2003-05-01,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2004",121,2004-04-30,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2005",126,2005-05-06,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2006",118,2006-04-28,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2007",124,2007-05-04,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2008",118,2008-04-27,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2009",117,2009-04-27,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2011",119,2011-04-29,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2012",109,2012-04-18,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2013",119,2013-04-29,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1990",113,1990-04-23,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1991",109,1991-04-19,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1992",135,1992-05-14,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1993",118,1993-04-28,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1994",112,1994-04-22,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1995",128,1995-05-08,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1997",132,1997-05-12,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1998",114,1998-04-24,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1999",116,1999-04-26,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","2000",126,2000-05-05,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","2001",122,2001-05-02,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","2003",125,2003-05-05,"Amelanchier","canadensis","0",NA,NA
"harvard",NA,"ffd","1991",148,1991-05-28,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1993",144,1993-05-24,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1995",152,1995-06-01,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1996",149,1996-05-28,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1997",160,1997-06-09,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1998",139,1998-05-19,"Aronia",NA,"0",NA,NA
"harvard",NA,"ffd","1991",133,1991-05-13,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1993",136,1993-05-16,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1995",142,1995-05-22,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2000",129,2000-05-08,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2002",114,2002-04-24,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2003",125,2003-05-05,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2005",116,2005-04-26,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2006",124,2006-05-04,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2008",118,2008-04-27,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2009",121,2009-05-01,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2010",110,2010-04-20,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2011",119,2011-04-29,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2013",122,2013-05-02,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2014",132,2014-05-12,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1995",128,1995-05-08,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1997",147,1997-05-27,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2000",129,2000-05-08,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2002",114,2002-04-24,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2003",129,2003-05-09,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2005",152,2005-06-01,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1990",134,1990-05-14,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1995",132,1995-05-12,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1996",135,1996-05-14,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1997",141,1997-05-21,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1998",114,1998-04-24,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","2000",126,2000-05-05,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","2002",109,2002-04-19,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","2003",121,2003-05-01,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1990",131,1990-05-11,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1992",142,1992-05-21,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1993",136,1993-05-16,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1995",136,1995-05-16,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1996",128,1996-05-07,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1997",147,1997-05-27,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1999",131,1999-05-11,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","2000",129,2000-05-08,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1991",143,1991-05-23,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1992",162,1992-06-10,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1993",153,1993-06-02,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1994",159,1994-06-08,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1995",157,1995-06-06,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1996",159,1996-06-07,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1997",167,1997-06-16,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1998",128,1998-05-08,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1999",127,1999-05-07,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","2000",164,2000-06-12,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","2001",156,2001-06-05,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","2003",163,2003-06-12,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","2003",147,2003-05-27,"Crataegus",NA,"0",NA,NA
"harvard",NA,"ffd","1998",183,1998-07-02,"Fagus","grandifolia","0",NA,NA
"harvard",NA,"ffd","2011",119,2011-04-29,"Fagus","grandifolia","0",NA,NA
"harvard",NA,"ffd","2013",122,2013-05-02,"Fagus","grandifolia","0",NA,NA
"harvard",NA,"ffd","1992",140,1992-05-19,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1995",136,1995-05-16,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1997",147,1997-05-27,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1998",134,1998-05-14,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1999",123,1999-05-03,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2000",132,2000-05-11,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2003",135,2003-05-15,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2004",125,2004-05-04,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2005",141,2005-05-21,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2006",128,2006-05-08,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2007",131,2007-05-11,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2008",132,2008-05-11,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2009",131,2009-05-11,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2011",133,2011-05-13,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2013",126,2013-05-06,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1992",175,1992-06-23,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"ffd","1990",178,1990-06-27,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1991",161,1991-06-10,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1992",189,1992-07-07,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1993",176,1993-06-25,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1995",180,1995-06-29,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1996",180,1996-06-28,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1997",182,1997-07-01,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1998",174,1998-06-23,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1999",173,1999-06-22,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","2001",177,2001-06-26,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1990",169,1990-06-18,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1991",151,1991-05-31,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1992",175,1992-06-23,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1993",169,1993-06-18,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1995",170,1995-06-19,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1996",170,1996-06-18,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1997",182,1997-07-01,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1998",166,1998-06-15,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1999",166,1999-06-15,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","2000",173,2000-06-21,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1990",173,1990-06-22,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1991",155,1991-06-04,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1992",175,1992-06-23,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1993",169,1993-06-18,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1995",170,1995-06-19,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1996",170,1996-06-18,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1997",174,1997-06-23,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1998",160,1998-06-09,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1999",166,1999-06-15,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","2000",168,2000-06-16,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1990",183,1990-07-02,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1991",171,1991-06-20,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1992",198,1992-07-16,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1994",179,1994-06-28,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1995",194,1995-07-13,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1996",193,1996-07-11,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1997",189,1997-07-08,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1998",174,1998-06-23,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1999",181,1999-06-30,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","2000",185,2000-07-03,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1990",159,1990-06-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1992",142,1992-05-21,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1993",128,1993-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1995",142,1995-05-22,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1996",135,1996-05-14,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1997",147,1997-05-27,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1998",128,1998-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1999",134,1999-05-14,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","2000",132,2000-05-11,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1991",161,1991-06-10,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1996",173,1996-06-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1998",160,1998-06-09,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1999",161,1999-06-10,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","2000",173,2000-06-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Pinus","strobus","0",NA,NA
"harvard",NA,"ffd","1995",170,1995-06-19,"Pinus","strobus","0",NA,NA
"harvard",NA,"ffd","1990",101,1990-04-11,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1991",87,1991-03-28,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1992",92,1992-04-01,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1993",98,1993-04-08,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1994",101,1994-04-11,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1995",93,1995-04-03,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1996",92,1996-04-01,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1997",98,1997-04-08,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1998",89,1998-03-30,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1999",92,1999-04-02,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","2000",87,2000-03-27,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","2001",109,2001-04-19,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","2002",106,2002-04-16,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","2003",105,2003-04-15,"Populus","tremuloides","0",NA,NA
"harvard",NA,"ffd","1990",150,1990-05-30,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1991",151,1991-05-31,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1992",154,1992-06-02,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1993",147,1993-05-27,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1994",151,1994-05-31,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1995",152,1995-06-01,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1996",149,1996-05-28,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1997",160,1997-06-09,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1998",139,1998-05-19,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1999",147,1999-05-27,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","2000",147,2000-05-26,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","2001",141,2001-05-21,"Prunus","serotina","0",NA,NA
"harvard",NA,"ffd","1990",131,1990-05-11,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1993",132,1993-05-12,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1994",143,1994-05-23,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1995",142,1995-05-22,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1996",135,1996-05-14,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1997",141,1997-05-21,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1999",127,1999-05-07,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2000",129,2000-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2002",120,2002-04-30,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2003",129,2003-05-09,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2004",125,2004-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2005",116,2005-04-26,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2006",128,2006-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2007",128,2007-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2008",118,2008-04-27,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2009",121,2009-05-01,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2010",110,2010-04-20,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2011",122,2011-05-02,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2012",115,2012-04-24,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2013",122,2013-05-02,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2014",132,2014-05-12,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1991",127,1991-05-07,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1994",147,1994-05-27,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1995",152,1995-06-01,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1996",138,1996-05-17,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1997",141,1997-05-21,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1999",127,1999-05-07,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2000",132,2000-05-11,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2002",120,2002-04-30,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2003",129,2003-05-09,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1990",144,1990-05-24,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1991",137,1991-05-17,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1992",154,1992-06-02,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1993",144,1993-05-24,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1994",147,1994-05-27,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1995",146,1995-05-26,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1996",143,1996-05-22,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1997",160,1997-06-09,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1999",134,1999-05-14,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","2000",143,2000-05-22,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","2001",145,2001-05-25,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"ffd","1990",127,1990-05-07,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1991",122,1991-05-02,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1992",132,1992-05-11,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1993",121,1993-05-01,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1994",124,1994-05-04,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1995",123,1995-05-03,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1996",128,1996-05-07,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1997",132,1997-05-12,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1998",114,1998-04-24,"Sambucus","pubens","0",NA,NA
