"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","lday","fday","bday"
"ILEMUC07_SH_11","ILEMUC","7","SH","ILEMUC07_SH","WL2","20","08","chill2","ILE",NA,NA,"0","0","","EB",36,3,3,20,75,14
"ILEMUC07_SH_12","ILEMUC","7","SH","ILEMUC07_SH","WL0","20","08","chill0","ILE",NA,NA,"0","0","","",1,-32,1,18,26,13
"ILEMUC08_HF_01","ILEMUC","8","HF","ILEMUC08_HF","CL2","15","08","chill2","ILE",NA,NA,"0","0","","EB",36,3,3,30,37,13
"ILEMUC08_HF_02","ILEMUC","8","HF","ILEMUC08_HF","WS2","20","12","chill2","ILE",NA,NA,"","","","TS",36,3,3,31,75,24
"ILEMUC08_HF_03","ILEMUC","8","HF","ILEMUC08_HF","CL0","15","08","chill0","ILE",NA,NA,"0","0","","",1,-32,1,32,32,20
"ILEMUC08_HF_04","ILEMUC","8","HF","ILEMUC08_HF","CS2","15","12","chill2","ILE",NA,NA,"1","1","","TS",36,3,3,44,52,13
"ILEMUC08_HF_05","ILEMUC","8","HF","ILEMUC08_HF","CS1","15","12","chill1","ILE",NA,NA,"0","0","","TS",36,3,3,30,30,15
"ILEMUC08_HF_06","ILEMUC","8","HF","ILEMUC08_HF","WL0","20","08","chill0","ILE",NA,NA,"0","0","","",1,-32,1,18,18,13
"ILEMUC08_HF_08","ILEMUC","8","HF","ILEMUC08_HF","WS0","20","12","chill0","ILE",NA,NA,"0","0","","",1,-32,1,27,27,18
"ILEMUC08_HF_09","ILEMUC","8","HF","ILEMUC08_HF","WL1","20","08","chill1","ILE",NA,NA,"0","0","","TS",36,3,3,13,13,8
"ILEMUC08_HF_10","ILEMUC","8","HF","ILEMUC08_HF","CL1","15","08","chill1","ILE",NA,NA,"0","0","","TS",36,3,3,13,22,8
"ILEMUC08_HF_11","ILEMUC","8","HF","ILEMUC08_HF","CS0","15","12","chill0","ILE",NA,NA,"0","0","","",1,-32,1,42,42,33
"ILEMUC08_HF_12","ILEMUC","8","HF","ILEMUC08_HF","WL2","20","08","chill2","ILE",NA,NA,"0","0","","EB",36,3,3,20,20,14
"KALANG03_SH_01","KALANG","3","SH","KALANG03_SH","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,29
"KALANG03_SH_02","KALANG","3","SH","KALANG03_SH","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,43,75,27
"KALANG03_SH_03","KALANG","3","SH","KALANG03_SH","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,33
"KALANG03_SH_04","KALANG","3","SH","KALANG03_SH","CL0","15","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,40
"KALANG04_SH_01","KALANG","4","SH","KALANG04_SH","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,27
"KALANG04_SH_02","KALANG","4","SH","KALANG04_SH","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,68
"KALANG04_SH_03","KALANG","4","SH","KALANG04_SH","CL0","15","08","chill0","KAL",NA,NA,"0","0","Leaves still attached","",1,-32,1,75,75,32
"KALANG04_SH_04","KALANG","4","SH","KALANG04_SH","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,13
"KALANG05_SH_01","KALANG","5","SH","KALANG05_SH","CL0","15","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,32,75,32
"KALANG05_SH_02","KALANG","5","SH","KALANG05_SH","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,33
"KALANG05_SH_03","KALANG","5","SH","KALANG05_SH","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,26
"KALANG05_SH_04","KALANG","5","SH","KALANG05_SH","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,27
"KALANG07_HF_01","KALANG","7","HF","KALANG07_HF","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,27
"KALANG07_HF_02","KALANG","7","HF","KALANG07_HF","CL0","15","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,34
"KALANG07_HF_03","KALANG","7","HF","KALANG07_HF","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,39
"KALANG07_HF_04","KALANG","7","HF","KALANG07_HF","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,26
"KALANG07_SH_01","KALANG","7","SH","KALANG07_SH","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,27,75,27
"KALANG07_SH_02","KALANG","7","SH","KALANG07_SH","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,33
"KALANG07_SH_03","KALANG","7","SH","KALANG07_SH","CL0","15","08","chill0","KAL",NA,NA,"0","0","Leaves still attached","",1,-32,1,75,75,32
"KALANG07_SH_04","KALANG","7","SH","KALANG07_SH","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,29
"KALANG08_SH_01","KALANG","8","SH","KALANG08_SH","WS0","20","12","chill0","KAL",NA,NA,"0","0","Water level needs to be kept high, 300ml+ due to short length of clipping","",1,-32,1,75,75,34
"KALANG08_SH_02","KALANG","8","SH","KALANG08_SH","CL0","15","08","chill0","KAL",NA,NA,"0","0","Leaves still attached. Leaves squished into neck of beaker. ","",1,-32,1,75,75,40
"KALANG08_SH_03","KALANG","8","SH","KALANG08_SH","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,39
"KALANG08_SH_04","KALANG","8","SH","KALANG08_SH","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,75
"KALANG09_HF_01","KALANG","9","HF","KALANG09_HF","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,26
"KALANG09_HF_02","KALANG","9","HF","KALANG09_HF","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,33
"KALANG09_HF_03","KALANG","9","HF","KALANG09_HF","CL0","15","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,32
"KALANG09_HF_04","KALANG","9","HF","KALANG09_HF","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,26
"KALANG11_HF_01","KALANG","11","HF","KALANG11_HF","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,26
"KALANG11_HF_02","KALANG","11","HF","KALANG11_HF","CL0","15","08","chill0","KAL",NA,NA,"0","0","Leaves still attached.","",1,-32,1,75,75,34
"KALANG11_HF_03","KALANG","11","HF","KALANG11_HF","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,26
"KALANG11_HF_04","KALANG","11","HF","KALANG11_HF","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,68,75,33
"KALANG12_HF_01","KALANG","12","HF","KALANG12_HF","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,29
"KALANG12_HF_02","KALANG","12","HF","KALANG12_HF","CL0","15","08","chill0","KAL",NA,NA,"0","0","Leaves still attached. Stems were not reaching water due to stem being too short. Filled water level slightly higher.","",1,-32,1,75,75,34
"KALANG12_HF_03","KALANG","12","HF","KALANG12_HF","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,27,75,27
"KALANG12_HF_04","KALANG","12","HF","KALANG12_HF","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,33
"KALANG13_HF_01","KALANG","13","HF","KALANG13_HF","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,33
"KALANG13_HF_02","KALANG","13","HF","KALANG13_HF","CL0","15","08","chill0","KAL",NA,NA,"0","0","Leaves still attached.","",1,-32,1,34,75,34
"KALANG13_HF_03","KALANG","13","HF","KALANG13_HF","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,29
"KALANG13_HF_04","KALANG","13","HF","KALANG13_HF","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,27
"KALANG14_HF_01","KALANG","14","HF","KALANG14_HF","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,34,75,27
"KALANG14_HF_02","KALANG","14","HF","KALANG14_HF","WL0","20","08","chill0","KAL",NA,NA,"0","0","Still has leaves.","",1,-32,1,26,75,26
"KALANG14_HF_03","KALANG","14","HF","KALANG14_HF","CS0","15","12","chill0","KAL",NA,NA,"0","0","Short clipping (~8cm). Fully contained inside of flask, may need its own cup.","",1,-32,1,75,75,33
"KALANG14_HF_04","KALANG","14","HF","KALANG14_HF","CL0","15","08","chill0","KAL",NA,NA,"0","0","Is short and does not reach out of beaker. Could use its own beaker","",1,-32,1,75,75,32
"KALANG99_SH_01","KALANG","99","SH","KALANG99_SH","WS0","20","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,27,75,27
"KALANG99_SH_02","KALANG","99","SH","KALANG99_SH","CS0","15","12","chill0","KAL",NA,NA,"0","0","","",1,-32,1,82,75,33
"KALANG99_SH_03","KALANG","99","SH","KALANG99_SH","CL0","15","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,40
"KALANG99_SH_04","KALANG","99","SH","KALANG99_SH","WL0","20","08","chill0","KAL",NA,NA,"0","0","","",1,-32,1,75,75,26
"LONCAN01_HF_01","LONCAN","1","HF","LONCAN01_HF","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,75,12
"LONCAN01_HF_02","LONCAN","1","HF","LONCAN01_HF","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,75,13
"LONCAN01_HF_03","LONCAN","1","HF","LONCAN01_HF","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,75,13
"LONCAN01_HF_04","LONCAN","1","HF","LONCAN01_HF","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,26,75,13
"LONCAN01_SH_01","LONCAN","1","SH","LONCAN01_SH","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,34,12
"LONCAN01_SH_02","LONCAN","1","SH","LONCAN01_SH","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,20,75,20
"LONCAN01_SH_03","LONCAN","1","SH","LONCAN01_SH","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,75,13
"LONCAN01_SH_04","LONCAN","1","SH","LONCAN01_SH","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,75,13
"LONCAN02_HF_01","LONCAN","2","HF","LONCAN02_HF","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,75,20
"LONCAN02_HF_02","LONCAN","2","HF","LONCAN02_HF","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,75,26
"LONCAN02_HF_03","LONCAN","2","HF","LONCAN02_HF","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,75,18
"LONCAN02_HF_04","LONCAN","2","HF","LONCAN02_HF","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,47,13
"LONCAN04_HF_01","LONCAN","4","HF","LONCAN04_HF","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,13,75,13
"LONCAN04_HF_02","LONCAN","4","HF","LONCAN04_HF","CS0","15","12","chill0","LON",NA,NA,"0","0","Short; does not reach to top of beaker","",1,-32,1,33,75,21
"LONCAN04_HF_03","LONCAN","4","HF","LONCAN04_HF","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,75,12
"LONCAN04_HF_04","LONCAN","4","HF","LONCAN04_HF","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,20,75,20
"LONCAN05_HF_01","LONCAN","5","HF","LONCAN05_HF","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,34,20
"LONCAN05_HF_02","LONCAN","5","HF","LONCAN05_HF","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,27,12
"LONCAN05_HF_03","LONCAN","5","HF","LONCAN05_HF","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,26,75,13
"LONCAN05_HF_04","LONCAN","5","HF","LONCAN05_HF","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,39,33,21
"LONCAN05_SH_01","LONCAN","5","SH","LONCAN05_SH","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,34,12
"LONCAN05_SH_02","LONCAN","5","SH","LONCAN05_SH","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,33,13
"LONCAN05_SH_03","LONCAN","5","SH","LONCAN05_SH","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,75,13
"LONCAN05_SH_04","LONCAN","5","SH","LONCAN05_SH","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,75,12
"LONCAN06_HF_01","LONCAN","6","HF","LONCAN06_HF","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,75,12
"LONCAN06_HF_02","LONCAN","6","HF","LONCAN06_HF","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,75,13
"LONCAN06_HF_03","LONCAN","6","HF","LONCAN06_HF","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,75,20
"LONCAN06_HF_04","LONCAN","6","HF","LONCAN06_HF","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,75,75,75
"LONCAN07_HF_01","LONCAN","7","HF","LONCAN07_HF","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,13,75,13
"LONCAN07_HF_02","LONCAN","7","HF","LONCAN07_HF","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,68,75,53
"LONCAN07_HF_03","LONCAN","7","HF","LONCAN07_HF","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,20,75,12
"LONCAN07_HF_04","LONCAN","7","HF","LONCAN07_HF","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,34,6
"LONCAN99_SH_01","LONCAN","99","SH","LONCAN99_SH","WL0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,13,75,13
"LONCAN99_SH_02","LONCAN","99","SH","LONCAN99_SH","CS0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,75,21
"LONCAN99_SH_03","LONCAN","99","SH","LONCAN99_SH","WS0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,75,27
"LONCAN99_SH_04","LONCAN","99","SH","LONCAN99_SH","CL0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,32,75,20
"LYOLIG05_HF_01","LYOLIG","5","HF","LYOLIG05_HF","WL0","20","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,53,75,39
"LYOLIG05_HF_02","LYOLIG","5","HF","LYOLIG05_HF","CS0","15","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,75,75,75
"LYOLIG05_HF_03","LYOLIG","5","HF","LYOLIG05_HF","CL0","15","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,75,75,54
"LYOLIG05_HF_04","LYOLIG","5","HF","LYOLIG05_HF","WS0","20","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,18,75,12
"LYOLIG06_HF_01","LYOLIG","6","HF","LYOLIG06_HF","WS0","20","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,43,75,26
"LYOLIG06_HF_02","LYOLIG","6","HF","LYOLIG06_HF","CL0","15","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,61,75,40
"LYOLIG06_HF_03","LYOLIG","6","HF","LYOLIG06_HF","CS0","15","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,82,75,39
"LYOLIG06_HF_04","LYOLIG","6","HF","LYOLIG06_HF","WL0","20","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,39,75,26
"LYOLIG07_HF_01","LYOLIG","7","HF","LYOLIG07_HF","WL0","20","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,39,75,26
"LYOLIG07_HF_02","LYOLIG","7","HF","LYOLIG07_HF","WS0","20","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,43,75,27
"LYOLIG07_HF_03","LYOLIG","7","HF","LYOLIG07_HF","CL0","15","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,54,75,12
"LYOLIG07_HF_04","LYOLIG","7","HF","LYOLIG07_HF","CS0","15","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,82,75,47
"LYOLIG08_HF_01","LYOLIG","8","HF","LYOLIG08_HF","WS0","20","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,34,75,27
"LYOLIG08_HF_02","LYOLIG","8","HF","LYOLIG08_HF","CL0","15","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,54,75,32
"LYOLIG08_HF_03","LYOLIG","8","HF","LYOLIG08_HF","CS0","15","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,68,75,42
"LYOLIG08_HF_04","LYOLIG","8","HF","LYOLIG08_HF","WL0","20","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,42,75,26
"LYOLIG09_HF_01","LYOLIG","9","HF","LYOLIG09_HF","CS0","15","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,68,75,33
"LYOLIG09_HF_02","LYOLIG","9","HF","LYOLIG09_HF","WL0","20","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,29,75,26
"LYOLIG09_HF_03","LYOLIG","9","HF","LYOLIG09_HF","CL0","15","08","chill0","LYO",NA,NA,"0","0","Lyolig buds appear yellow. New chamber species for us, need to take photograph of  \yellow dormancy\","",1,-32,1,61,75,32
"LYOLIG09_HF_04","LYOLIG","9","HF","LYOLIG09_HF","WS0","20","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,34,75,18
"LYOLIG33_HF_01","LYOLIG","33","HF","LYOLIG33_HF","CS0","15","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,68,75,39
"LYOLIG33_HF_02","LYOLIG","33","HF","LYOLIG33_HF","CL0","15","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,54,75,34
"LYOLIG33_HF_03","LYOLIG","33","HF","LYOLIG33_HF","WL0","20","08","chill0","LYO",NA,NA,"0","0","","",1,-32,1,29,75,26
"LYOLIG33_HF_04","LYOLIG","33","HF","LYOLIG33_HF","WS0","20","12","chill0","LYO",NA,NA,"0","0","","",1,-32,1,34,75,27
"NYSSYL03_HF_01","NYSSYL","3","HF","NYSSYL03_HF","CS0","15","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,75,75,39
"NYSSYL03_HF_02","NYSSYL","3","HF","NYSSYL03_HF","WS0","20","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,43,75,29
"NYSSYL03_HF_03","NYSSYL","3","HF","NYSSYL03_HF","CL0","15","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,54,75,32
"NYSSYL03_HF_04","NYSSYL","3","HF","NYSSYL03_HF","WL0","20","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,39,75,26
"NYSSYL06_HF_01","NYSSYL","6","HF","NYSSYL06_HF","WL0","20","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,47,75,26
"NYSSYL06_HF_02","NYSSYL","6","HF","NYSSYL06_HF","WS0","20","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,75,75,75
"NYSSYL06_HF_03","NYSSYL","6","HF","NYSSYL06_HF","CS0","15","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,75,75,39
"NYSSYL06_HF_04","NYSSYL","6","HF","NYSSYL06_HF","CL0","15","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,61,75,32
"NYSSYL08_HF_01","NYSSYL","8","HF","NYSSYL08_HF","WL0","20","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,39,75,29
"NYSSYL08_HF_02","NYSSYL","8","HF","NYSSYL08_HF","CL0","15","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,54,75,34
"NYSSYL08_HF_03","NYSSYL","8","HF","NYSSYL08_HF","CS0","15","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,75,75,33
"NYSSYL08_HF_04","NYSSYL","8","HF","NYSSYL08_HF","WS0","20","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,43,75,26
"NYSSYL10_HF_01","NYSSYL","10","HF","NYSSYL10_HF","CL0","15","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,48,75,29
"NYSSYL10_HF_02","NYSSYL","10","HF","NYSSYL10_HF","CS0","15","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,68,75,39
"NYSSYL10_HF_03","NYSSYL","10","HF","NYSSYL10_HF","WL0","20","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,33,75,26
"NYSSYL10_HF_04","NYSSYL","10","HF","NYSSYL10_HF","WS0","20","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,40,75,34
"NYSSYL13_HF_01","NYSSYL","13","HF","NYSSYL13_HF","WL0","20","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,47,75,26
"NYSSYL13_HF_02","NYSSYL","13","HF","NYSSYL13_HF","CS0","15","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,82,75,47
"NYSSYL13_HF_03","NYSSYL","13","HF","NYSSYL13_HF","WS0","20","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,56,75,34
"NYSSYL13_HF_04","NYSSYL","13","HF","NYSSYL13_HF","CL0","15","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,54,75,34
"NYSSYL14_HF_01","NYSSYL","14","HF","NYSSYL14_HF","CL0","15","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,48,75,29
"NYSSYL14_HF_02","NYSSYL","14","HF","NYSSYL14_HF","WS0","20","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,34,75,26
"NYSSYL14_HF_03","NYSSYL","14","HF","NYSSYL14_HF","WL0","20","08","chill0","NYS",NA,NA,"0","0","","",1,-32,1,33,75,26
"NYSSYL14_HF_04","NYSSYL","14","HF","NYSSYL14_HF","CS0","15","12","chill0","NYS",NA,NA,"0","0","","",1,-32,1,68,75,33
"POPGRA01_SH_01","POPGRA","1","SH","POPGRA01_SH","CS1","15","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,44,75,15
"POPGRA01_SH_02","POPGRA","1","SH","POPGRA01_SH","WL1","20","08","chill1","POP",NA,NA,"1","-","no lat buds","TS",36,3,3,24,75,13
"POPGRA01_SH_03","POPGRA","1","SH","POPGRA01_SH","CL0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,68,75,48
"POPGRA01_SH_04","POPGRA","1","SH","POPGRA01_SH","WL2","20","08","chill2","POP",NA,NA,"0","0","","EB",36,3,3,27,14,20
"POPGRA01_SH_05","POPGRA","1","SH","POPGRA01_SH","WS0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,56,75,34
"POPGRA01_SH_06","POPGRA","1","SH","POPGRA01_SH","CS2","15","12","chill2","POP",NA,NA,"1","-","","TS",36,3,3,52,75,23
"POPGRA01_SH_07","POPGRA","1","SH","POPGRA01_SH","WS2","20","12","chill2","POP",NA,NA,"0","0","","TS",36,3,3,31,75,24
"POPGRA01_SH_08","POPGRA","1","SH","POPGRA01_SH","CS0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,75,75,53
"POPGRA01_SH_09","POPGRA","1","SH","POPGRA01_SH","CL2","15","08","chill2","POP",NA,NA,"0","0","","EB",36,3,3,37,75,23
"POPGRA01_SH_11","POPGRA","1","SH","POPGRA01_SH","CL1","15","08","chill1","POP",NA,NA,"1","1","","TS",36,3,3,75,75,75
"POPGRA01_SH_12","POPGRA","1","SH","POPGRA01_SH","WL0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,47,75,33
"POPGRA02_HF_01","POPGRA","2","HF","POPGRA02_HF","CL1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,30,75,17
"POPGRA02_HF_02","POPGRA","2","HF","POPGRA02_HF","CS1","15","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,44,75,9
"POPGRA02_HF_03","POPGRA","2","HF","POPGRA02_HF","CL2","15","08","chill2","POP",NA,NA,"-","-","missing","EB",36,3,3,75,75,75
"POPGRA02_HF_04","POPGRA","2","HF","POPGRA02_HF","WL2","20","08","chill2","POP",NA,NA,"0","0","","EB",36,3,3,27,75,14
"POPGRA02_HF_05","POPGRA","2","HF","POPGRA02_HF","WS2","20","12","chill2","POP",NA,NA,"-","-","missing","TS",36,3,3,75,75,75
"POPGRA02_HF_06","POPGRA","2","HF","POPGRA02_HF","CS0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,68,75,42
"POPGRA02_HF_07","POPGRA","2","HF","POPGRA02_HF","WL0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,33,75,33
"POPGRA02_HF_08","POPGRA","2","HF","POPGRA02_HF","CS2","15","12","chill2","POP",NA,NA,"-","-","missing","TS",36,3,3,75,75,75
"POPGRA02_HF_09","POPGRA","2","HF","POPGRA02_HF","WS0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,40,75,34
"POPGRA02_HF_11","POPGRA","2","HF","POPGRA02_HF","WL1","20","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,17,75,8
"POPGRA02_HF_12","POPGRA","2","HF","POPGRA02_HF","CL0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,54,75,34
"POPGRA02_SH_01","POPGRA","2","SH","POPGRA02_SH","CL0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,61,75,43
"POPGRA02_SH_03","POPGRA","2","SH","POPGRA02_SH","WL1","20","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,24,75,13
"POPGRA02_SH_04","POPGRA","2","SH","POPGRA02_SH","WS0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,56,75,40
"POPGRA02_SH_05","POPGRA","2","SH","POPGRA02_SH","CS2","15","12","chill2","POP",NA,NA,"0","0","","TS",36,3,3,44,75,23
"POPGRA02_SH_06","POPGRA","2","SH","POPGRA02_SH","CL1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,51,75,37
"POPGRA02_SH_07","POPGRA","2","SH","POPGRA02_SH","CL2","15","08","chill2","POP",NA,NA,"0","0","","EB",36,3,3,37,75,23
"POPGRA02_SH_08","POPGRA","2","SH","POPGRA02_SH","WS2","20","12","chill2","POP",NA,NA,"0","0","","TS",36,3,3,31,75,24
"POPGRA02_SH_09","POPGRA","2","SH","POPGRA02_SH","CS1","15","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,75,75,75
"POPGRA02_SH_10","POPGRA","2","SH","POPGRA02_SH","CS0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,75,75,68
"POPGRA02_SH_11","POPGRA","2","SH","POPGRA02_SH","WL0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,42,75,33
"POPGRA02_SH_12","POPGRA","2","SH","POPGRA02_SH","WL2","20","08","chill2","POP",NA,NA,"0","0","","EB",36,3,3,27,75,14
"POPGRA03_HF_01","POPGRA","3","HF","POPGRA03_HF","WL0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,47,75,39
"POPGRA03_HF_02","POPGRA","3","HF","POPGRA03_HF","CL2","15","08","chill2","POP",NA,NA,"0","0","","EB",36,3,3,43,75,23
