Date,chamber,id,sp,rep,site,ind,twig,treatcode,warm,photo,chill,position,gen,row,col,Term fl,Lat fl,Term lf,Lat lf,Comments,Observer
2015-02-06,1,FRANIG05_SH_01,FRANIG,5,SH,FRANIG05_SH,1,CL0,cool,long,chill0,28,FRA,4,4,,,0,0,Missing,
2015-02-06,1,NYSSYL10_HF_01,NYSSYL,10,HF,NYSSYL10_HF,1,CL0,cool,long,chill0,29,NYS,5,4,,,0,0,,
2015-02-06,1,POPGRA05_SH_04,POPGRA,5,SH,POPGRA05_SH,4,CL0,cool,long,chill0,29,POP,5,4,,,0,0,,
2015-02-06,1,SPIALB05_HF_04,SPIALB,5,HF,SPIALB05_HF,4,CL0,cool,long,chill0,29,SPI,5,4,,,0,0,"In its own small beaker. This is not in CLO, it's in WLO. Spreadsheet should be updated or specimen should be switched. ",
2015-02-06,1,ALNINC05_HF_01,ALNINC,5,HF,ALNINC05_HF,1,CL0,cool,long,chill0,30,ALN,6,4,,,0,0,,
2015-02-06,1,ILEMUC01_SH_01,ILEMUC,1,SH,ILEMUC01_SH,1,CL0,cool,long,chill0,30,ILE,6,4,,,0,0,,
2015-02-06,1,VACMYR07_HF_01,VACMYR,7,HF,VACMYR07_HF,1,CL0,cool,long,chill0,30,VAC,6,4,,,0,0,,
2015-02-06,1,ACEPEN11_SH_05,ACEPEN,11,SH,ACEPEN11_SH,5,CL0,cool,long,chill0,31,ACE,7,4,,,0,0,,
2015-02-06,1,HAMVIR10_HF_01,HAMVIR,10,HF,HAMVIR10_HF,1,CL0,cool,long,chill0,31,HAM,7,4,,,0,0,,
2015-02-06,1,QUEALB11_HF_01,QUEALB,11,HF,QUEALB11_HF,1,CL0,cool,long,chill0,31,QUE,7,4,,,0,0,,
2015-02-06,1,QUERUB04_SH_04,QUERUB,4,SH,QUERUB04_SH,4,CL0,cool,long,chill0,32,QUE,8,4,,,0,0,,
2015-02-06,1,VIBCAS08_SH_03,VIBCAS,8,SH,VIBCAS08_SH,3,CL0,cool,long,chill0,32,VIB,8,4,,,0,0,,
2015-02-06,1,POPGRA02_SH_01,POPGRA,2,SH,POPGRA02_SH,1,CL0,cool,long,chill0,32,POP,8,4,,,0,0,,
2015-02-06,1,ACESAC99_HF_09,ACESAC,99,HF,ACESAC99_HF,9,CL0,cool,long,chill0,33,ACE,1,5,,,0,0,,
2015-02-06,1,POPGRA07_HF_09,POPGRA,7,HF,POPGRA07_HF,9,CL0,cool,long,chill0,33,POP,1,5,,,0,0,,
2015-02-06,1,QUEALB16_HF_01,QUEALB,16,HF,QUEALB16_HF,1,CL0,cool,long,chill0,33,QUE,1,5,,,0,0,,
2015-02-06,1,FRANIG01_HF_04,FRANIG,1,HF,FRANIG01_HF,4,CL0,cool,long,chill0,34,FRA,2,5,,,0,0,,
2015-02-06,1,ACERUB10_SH_09,ACERUB,10,SH,ACERUB10_SH,9,CL0,cool,long,chill0,34,ACE,2,5,,,0,0,,
2015-02-06,1,POPGRA02_HF_12,POPGRA,2,HF,POPGRA02_HF,12,CL0,cool,long,chill0,34,POP,2,5,,,0,0,,
2015-02-06,1,ALNINC05_SH_04,ALNINC,5,SH,ALNINC05_SH,4,CL0,cool,long,chill0,35,ALN,3,5,,,0,0,,
2015-02-06,1,AROMEL08_HF_04,AROMEL,8,HF,AROMEL08_HF,4,CL0,cool,long,chill0,35,ARO,3,5,,,0,0,,
2015-02-06,1,CORCOR10_HF_02,CORCOR,10,HF,CORCOR10_HF,2,CL0,cool,long,chill0,35,COR,3,5,,,0,0,,
2015-02-06,1,ALNINC08_HF_03,ALNINC,8,HF,ALNINC08_HF,3,CL0,cool,long,chill0,36,ALN,4,5,,,0,0,,
2015-02-06,1,QUERUB10_SH_10,QUERUB,10,SH,QUERUB10_SH,10,CL0,cool,long,chill0,36,QUE,4,5,,,0,0,,
2015-02-06,1,VACMYR04_SH_02,VACMYR,4,SH,VACMYR04_SH,2,CL0,cool,long,chill0,36,VAC,4,5,,,0,0,Is short--doesn't reach out of beaker,
2015-02-06,1,ACERUB09_SH_10,ACERUB,9,SH,ACERUB09_SH,10,CL0,cool,long,chill0,37,ACE,5,5,,,0,0,,
2015-02-06,1,SPIALB04_HF_03,SPIALB,4,HF,SPIALB04_HF,3,CL0,cool,long,chill0,37,SPI,5,5,,,0,0,,
2015-02-06,1,VACMYR03_HF_02,VACMYR,3,HF,VACMYR03_HF,2,CL0,cool,long,chill0,37,VAC,5,5,,,0,0,,
2015-02-06,1,POPGRA08_SH_09,POPGRA,8,SH,POPGRA08_SH,9,CL0,cool,long,chill0,38,POP,6,5,,,0,0,,
2015-02-06,1,RHOPRI07_HF_03,RHOPRI,7,HF,RHOPRI07_HF,3,CL0,cool,long,chill0,38,RHO,6,5,,,0,0,,
2015-02-06,1,SPIALB01_HF_01,SPIALB,1,HF,SPIALB01_HF,1,CL0,cool,long,chill0,38,SPI,6,5,,,0,0,,
2015-02-06,1,NYSSYL08_HF_02,NYSSYL,8,HF,NYSSYL08_HF,2,CL0,cool,long,chill0,39,NYS,7,5,,,0,0,,
2015-02-06,1,RHAFRA01_HF_01,RHAFRA,1,HF,RHAFRA01_HF,1,CL0,cool,long,chill0,39,RHA,7,5,,,0,0,,
2015-02-06,1,VIBCAS04_HF_05,VIBCAS,4,HF,VIBCAS04_HF,5,CL0,cool,long,chill0,39,VIB,7,5,,,0,0,,
2015-02-06,1,ALNINC04_HF_04,ALNINC,4,HF,ALNINC04_HF,4,CL0,cool,long,chill0,40,ALN,8,5,,,0,0,,
2015-02-06,1,LONCAN04_HF_04,LONCAN,4,HF,LONCAN04_HF,4,CL0,cool,long,chill0,40,LON,8,5,,,0,0,,
2015-02-06,1,VIBLAN05_SH_12,VIBLAN,5,SH,VIBLAN05_SH,12,CL0,cool,long,chill0,40,VIB,8,5,,,0,0,,
2015-02-06,1,PRUPEN12_HF_02,PRUPEN,12,HF,PRUPEN12_HF,2,CL0,cool,long,chill0,41,PRU,1,6,,,0,0,,
2015-02-06,1,SPIALB06_SH_04,SPIALB,6,SH,SPIALB06_SH,4,CL0,cool,long,chill0,41,SPI,1,6,,,0,0,,
2015-02-06,1,VIBLAN07_SH_08,VIBLAN,7,SH,VIBLAN07_SH,8,CL0,cool,long,chill0,41,VIB,1,6,,,0,0,,
2015-02-06,1,ACESAC03_SH_05,ACESAC,3,SH,ACESAC03_SH,5,CL0,cool,long,chill0,42,ACE,2,6,,,0,0,,
2015-02-06,1,HAMVIR09_HF_03,HAMVIR,9,HF,HAMVIR09_HF,3,CL0,cool,long,chill0,42,HAM,2,6,,,0,0,,
2015-02-06,1,KALANG08_SH_02,KALANG,8,SH,KALANG08_SH,2,CL0,cool,long,chill0,42,KAL,2,6,,,0,0,Leaves still attached. Leaves squished into neck of beaker. ,
2015-02-06,1,BETPAP15_HF_10,BETPAP,15,HF,BETPAP15_HF,10,CL0,cool,long,chill0,43,BET,3,6,,,0,0,,
2015-02-06,1,KALANG14_HF_04,KALANG,14,HF,KALANG14_HF,4,CL0,cool,long,chill0,43,KAL,3,6,,,0,0,Is short and does not reach out of beaker. Could use its own beaker,
2015-02-06,1,VIBCAS01_SH_04,VIBCAS,1,SH,VIBCAS01_SH,4,CL0,cool,long,chill0,43,VIB,3,6,,,0,0,,
2015-02-06,1,ACEPEN09_SH_05,ACEPEN,9,SH,ACEPEN09_SH,5,CL0,cool,long,chill0,44,ACE,4,6,,,0,0,,
2015-02-06,1,LYOLIG09_HF_03,LYOLIG,9,HF,LYOLIG09_HF,3,CL0,cool,long,chill0,44,LYO,4,6,,,0,0,"Lyolig buds appear yellow. New chamber species for us, need to take photograph of  ""yellow dormancy""",
2015-02-06,1,PRUPEN06_SH_01,PRUPEN,6,SH,PRUPEN06_SH,1,CL0,cool,long,chill0,44,PRU,4,6,,,0,0,,
2015-02-06,1,AROMEL04_HF_03,AROMEL,4,HF,AROMEL04_HF,3,CL0,cool,long,chill0,45,ARO,5,6,,,0,0,,
2015-02-06,1,POPGRA06_SH_08,POPGRA,6,SH,POPGRA06_SH,8,CL0,cool,long,chill0,45,POP,5,6,,,0,0,,
2015-02-06,1,QUEVEL06_HF_04,QUEVEL,6,HF,QUEVEL06_HF,4,CL0,cool,long,chill0,45,QUE,5,6,,,0,0,,
2015-02-06,1,SPIALB99_SH_02,SPIALB,99,SH,SPIALB99_SH,2,CL0,cool,long,chill0,46,SPI,6,6,,,0,0,,
2015-02-06,1,BETALL02_SH_05,BETALL,2,SH,BETALL02_SH,5,CL0,cool,long,chill0,46,BET,6,6,,,0,0,,
2015-02-06,1,CORCOR01_HF_03,CORCOR,1,HF,CORCOR01_HF,3,CL0,cool,long,chill0,46,COR,6,6,,,0,0,,
2015-02-06,1,BETPAP04_SH_03,BETPAP,4,SH,BETPAP04_SH,3,CL0,cool,long,chill0,47,BET,7,6,,,0,0,,
2015-02-06,1,KALANG07_SH_03,KALANG,7,SH,KALANG07_SH,3,CL0,cool,long,chill0,47,KAL,7,6,,,0,0,Leaves still attached,
2015-02-06,1,QUEVEL05_HF_03,QUEVEL,5,HF,QUEVEL05_HF,3,CL0,cool,long,chill0,47,QUE,7,6,,,0,0,,
2015-02-06,1,BETPAP07_HF_11,BETPAP,7,HF,BETPAP07_HF,11,CL0,cool,long,chill0,48,BET,8,6,,,0,0,,
2015-02-06,1,HAMVIR11_HF_04,HAMVIR,11,HF,HAMVIR11_HF,4,CL0,cool,long,chill0,48,HAM,8,6,,,0,0,,
2015-02-06,1,SPIALB03_HF_02,SPIALB,3,HF,SPIALB03_HF,2,CL0,cool,long,chill0,48,SPI,8,6,,,0,0,,
2015-02-06,1,ACERUB13_HF_08,ACERUB,13,HF,ACERUB13_HF,8,CL0,cool,long,chill0,49,ACE,1,7,,,0,0,,
2015-02-06,1,BETLEN06_HF_03,BETLEN,6,HF,BETLEN06_HF,3,CL0,cool,long,chill0,49,BET,1,7,,,0,0,,
2015-02-06,1,VACMYR04_HF_02,VACMYR,4,HF,VACMYR04_HF,2,CL0,cool,long,chill0,49,VAC,1,7,,,0,0,Short. Does not reach to top of beaker,
2015-02-06,1,ACERUB07_SH_04,ACERUB,7,SH,ACERUB07_SH,4,CL0,cool,long,chill0,50,ACE,2,7,,,0,0,,
2015-02-06,1,FAGGRA10_HF_02,FAGGRA,10,HF,FAGGRA10_HF,2,CL0,cool,long,chill0,50,FAG,2,7,,,0,0,,
2015-02-06,1,VACMYR01_HF_01,VACMYR,1,HF,VACMYR01_HF,1,CL0,cool,long,chill0,50,VAC,2,7,,,0,0,Short. Does not reach to top of beaker,
2015-02-06,1,FRANIG03_HF_04,FRANIG,3,HF,FRANIG03_HF,4,CL0,cool,long,chill0,51,FRA,3,7,,,0,0,,
2015-02-06,1,QUERUB08_SH_02,QUERUB,8,SH,QUERUB08_SH,2,CL0,cool,long,chill0,51,QUE,3,7,,,0,0,,
2015-02-06,1,VIBLAN09_HF_04,VIBLAN,9,HF,VIBLAN09_HF,4,CL0,cool,long,chill0,51,VIB,3,7,,,0,0,,
2015-02-06,1,ACERUB14_HF_06,ACERUB,14,HF,ACERUB14_HF,6,CL0,cool,long,chill0,52,ACE,4,7,,,0,0,,
2015-02-06,1,PRUPEN09_HF_03,PRUPEN,9,HF,PRUPEN09_HF,3,CL0,cool,long,chill0,52,PRU,4,7,,,0,0,,
2015-02-06,1,RHAFRA02_HF_04,RHAFRA,2,HF,RHAFRA02_HF,4,CL0,cool,long,chill0,52,RHA,4,7,,,0,0,,
2015-02-06,1,HAMVIR07_HF_01,HAMVIR,7,HF,HAMVIR07_HF,1,CL0,cool,long,chill0,53,HAM,5,7,,,0,0,,
2015-02-06,1,RHAFRA16_HF_02,RHAFRA,16,HF,RHAFRA16_HF,2,CL0,cool,long,chill0,53,RHA,5,7,,,0,0,,
2015-02-06,1,VIBLAN10_HF_09,VIBLAN,10,HF,VIBLAN10_HF,9,CL0,cool,long,chill0,53,VIB,5,7,,,0,0,,
2015-02-06,1,FAGGRA13_HF_08,FAGGRA,13,HF,FAGGRA13_HF,8,CL0,cool,long,chill0,54,FAG,6,7,,,0,0,,
2015-02-06,1,SPIALB03_SH_04,SPIALB,3,SH,SPIALB03_SH,4,CL0,cool,long,chill0,54,SPI,6,7,,,0,0,,
2015-02-06,1,VIBLAN12_HF_05,VIBLAN,12,HF,VIBLAN12_HF,5,CL0,cool,long,chill0,54,VIB,6,7,,,0,0,,
2015-02-06,1,ACEPEN07_SH_07,ACEPEN,7,SH,ACEPEN07_SH,7,CL0,cool,long,chill0,55,ACE,7,7,,,0,0,,
2015-02-06,1,ALNINC01_HF_03,ALNINC,1,HF,ALNINC01_HF,3,CL0,cool,long,chill0,55,ALN,7,7,,,0,0,,
2015-02-06,1,ILEMUC04_HF_06,ILEMUC,4,HF,ILEMUC04_HF,6,CL0,cool,long,chill0,55,ILE,7,7,,,0,0,,
2015-02-06,1,ACESAC07_SH_10,ACESAC,7,SH,ACESAC07_SH,10,CL0,cool,long,chill0,56,ACE,8,7,,,0,0,,
2015-02-06,1,BETLEN10_HF_04,BETLEN,10,HF,BETLEN10_HF,4,CL0,cool,long,chill0,56,BET,8,7,,,0,0,,
2015-02-06,1,VIBCAS03_HF_08,VIBCAS,3,HF,VIBCAS03_HF,8,CL0,cool,long,chill0,56,VIB,8,7,,,0,0,,
2015-02-06,1,ACERUB05_SH_07,ACERUB,5,SH,ACERUB05_SH,7,CL0,cool,long,chill0,57,ACE,1,8,,,0,0,,
2015-02-06,1,FAGGRA02_SH_03,FAGGRA,2,SH,FAGGRA02_SH,3,CL0,cool,long,chill0,57,FAG,1,8,,,0,0,,
2015-02-06,1,QUERUB06_SH_05,QUERUB,6,SH,QUERUB06_SH,5,CL0,cool,long,chill0,57,QUE,1,8,,,0,0,Missing,
2015-02-06,1,BETALL10_SH_11,BETALL,10,SH,BETALL10_SH,11,CL0,cool,long,chill0,58,BET,2,8,,,0,0,,
2015-02-06,1,POPGRA03_HF_03,POPGRA,3,HF,POPGRA03_HF,3,CL0,cool,long,chill0,58,POP,2,8,,,0,0,,
2015-02-06,1,VIBLAN04_HF_02,VIBLAN,4,HF,VIBLAN04_HF,2,CL0,cool,long,chill0,58,VIB,2,8,,,0,0,,
2015-02-06,1,BETALL09_SH_11,BETALL,9,SH,BETALL09_SH,11,CL0,cool,long,chill0,59,BET,3,8,,,0,0,,
2015-02-06,1,VIBLAN03_HF_03,VIBLAN,3,HF,VIBLAN03_HF,3,CL0,cool,long,chill0,59,VIB,3,8,,,0,0,,
2015-02-06,1,QUERUB17_HF_07,QUERUB,17,HF,QUERUB17_HF,7,CL0,cool,long,chill0,59,QUE,3,8,,,0,0,,
2015-02-06,1,BETALL08_SH_08,BETALL,8,SH,BETALL08_SH,8,CL0,cool,long,chill0,60,BET,4,8,,,0,0,,
2015-02-06,1,ILEMUC06_SH_07,ILEMUC,6,SH,ILEMUC06_SH,7,CL0,cool,long,chill0,60,ILE,4,8,,,0,0,,
